Utterance,Speaker,Dialogue_ID,Emotion,Video_Path,Start_Time,End_Time,Duration
Star Destroyer. Oh this,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2129.mp4,33.48,35.68,2.200000000000003
this is the quote from Return of the Jedi.,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2130.mp4,37.1,39.32,2.219999999999999
My father has it.,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2131.mp4,42.4,43.3,0.8999999999999986
sister has it.,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2132.mp4,52.84,53.84,1.0
Leia gonna have a lightsaber?,0,157.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2133.mp4,55.58,57.18,1.6000000000000014
You have that power too.,0,157.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2134.mp4,58.32,59.56,1.240000000000002
is just like Empire Strikes Back.,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2135.mp4,87.06,88.8,1.7399999999999949
Han Solo!,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2137.mp4,95.96,96.96,1.0
Chewbacca!,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2138.mp4,98.58,99.4,0.8200000000000074
Yes!,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2139.mp4,103.26,103.88,0.6199999999999903
I like this trailer.,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2140.mp4,105.38,106.7,1.3200000000000074
I mean...,0,157.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/157_utterance_2141.mp4,107.46,108.0,0.5400000000000063
Let's see,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2236.mp4,0.54,1.52,0.98
Yo forces,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2238.mp4,31.74,32.34,0.600000000000005
forces strong in my family,0,156.avi,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2239.mp4,32.64,34.38,1.740000000000002
my god,0,156.avi,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2240.mp4,39.02,40.2,1.1799999999999995
"Hey, what's",0,156.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2241.mp4,46.14,46.96,0.8200000000000003
what's up R2D2? Oh boy,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2242.mp4,47.26,49.86,2.6000000000000014
have that power too,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2244.mp4,56.86,58.02,1.1600000000000037
Oh Christmas I'm,0,156.avi,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2245.mp4,61.84,62.6,0.759999999999998
I'm on it,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2246.mp4,63.02,63.64,0.6199999999999974
"Oh wait, wait, fuck",0,156.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2247.mp4,70.54,71.64,1.0999999999999943
fuck I missed that part,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2248.mp4,72.58,73.86,1.2800000000000011
think that was either Jango Fett or Boba Fett. I forgot. I think I just saw him for a quick,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2249.mp4,75.9,79.8,3.899999999999992
"oh fuck two bucks. Oh god in hand solo. Oh my fucking god. So glad to have you guys back. Oh,",0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2251.mp4,95.2,102.44,7.239999999999995
"Oh, my",0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2252.mp4,102.82,103.8,0.980000000000004
Guys what a good surprise and,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2253.mp4,103.9,106.42,2.519999999999996
Wow,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2254.mp4,107.26,107.94,0.6799999999999926
"well,",0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2255.mp4,108.86,109.54,0.6800000000000068
I feel like my head is thinning lights like,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2256.mp4,110.2,112.74,2.539999999999992
Holy shit,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2257.mp4,113.8,114.7,0.9000000000000057
"Dude guys,",0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2258.mp4,116.22,116.92,0.7000000000000028
"guys, I almost fainted from that shit. Oh my god god Chewbacca and fucking Han Solo and yo that's",0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2259.mp4,117.36,123.88,6.519999999999996
that's Harrison Ford right there oh,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2260.mp4,124.32,126.04,1.720000000000013
oh my god that,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2261.mp4,126.14,127.4,1.2600000000000051
that nigga is getting old man he has some gray hair I haven't seen him for a long time but,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2262.mp4,127.74,133.3,5.5600000000000165
but Chewbacca though oh love,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2263.mp4,133.98,135.8,1.8200000000000216
love that dude I,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2264.mp4,136.78,137.74,0.960000000000008
I can't do that right you,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2265.mp4,138.46,140.62,2.1599999999999966
you didn't hear nothing but yo,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2266.mp4,141.42,142.78,1.3600000000000136
yo oh my,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2267.mp4,143.36,143.9,0.539999999999992
my god that was fucking awesome oh,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2268.mp4,144.0,146.9,2.9000000000000057
oh my god we could oh,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2269.mp4,147.36,149.26,1.8999999999999773
Christmas,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2270.mp4,150.78,151.24,0.4600000000000079
Christmas god damn so,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2271.mp4,151.6,153.66,2.0600000000000023
so we gotta wait like what is it about,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2272.mp4,153.94,156.78,2.8400000000000034
about mmm,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2273.mp4,157.58,158.14,0.5599999999999739
like,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2274.mp4,159.28,159.88,0.5999999999999943
like eight more months away damn,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2275.mp4,159.98,161.76,1.7800000000000011
damn this,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2276.mp4,161.82,162.46,0.6400000000000148
this Christmas,0,156.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/156_utterance_2277.mp4,163.58,164.18,0.5999999999999943
"She says, don't",0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2420.mp4,1.48,2.6,1.12
"don't tell me you don't want to fuck me, Merlin.",0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2421.mp4,4.52,7.38,2.8600000000000003
"I look at her and bite my lip, because",0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2422.mp4,8.36,10.12,1.7599999999999998
because really I don't.,0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2423.mp4,10.6,11.96,1.3600000000000012
That's cold. That's great. And fuck if I do. It's,0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2424.mp4,12.0,24.24,12.239999999999998
It's fucked my dude. The,0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2425.mp4,24.46,26.06,1.599999999999998
"The male word for sex in virtually every context of its usage means to do someone harm. I'll fuck you up. He fucked me over. It goes alongside other male words for sex like hit it, beat it, I'll smash that. I'm not a player, but I crush a lot. Fuck a lot. Violent words casually assigned to the act of sex speak",0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2426.mp4,26.14,45.42,19.28
speak volumes to the rape culture we were born into and taught and fought. I,0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2427.mp4,45.58,50.66,5.079999999999998
I thought it was hot when,0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2428.mp4,50.94,52.06,1.1200000000000043
"when I was 22 and some woman would scream fuck me and while I was a little girl, I would drum my masculine chest and fuck like I didn't give a fuck. Like it's just a fuck, right? Because sex for most men is not about mere pleasure. It's about testing and proving one's masculinity. Really, it's about power and possession. Really, for many women, it's about power and possession because sex has been taught to us through double standard methods that reflect the beliefs that women are giving and men are taking. Men are pimping while women get taken. And it's fucked, yo, because I know my saying no to this woman is not a good thing. A woman will contradict all she's been taught to believe about men. That it's natural, that it's biological for men to want to fuck everything they see. Especially a woman like this one whose body type reflects the commodity of sex that is sold in magazines. But somehow my saying no makes me less of a man and her less of a woman because this is not how it's supposed to go. But there's a difference when",0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2429.mp4,52.28,110.52,58.24
when it comes to saying no.,0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2430.mp4,110.78,112.84,2.0600000000000023
She don't outweigh me. She,0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2431.mp4,113.72,115.3,1.5799999999999983
"We don't share the same danger. Her gender doesn't rape and murder my gender in ungodly numbers each year. Let me be clear. This conditioning lives deep within us. It flows from my subconscious out of my mouth during a sexual moment of pleasure when I say fuck, baby,",0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2432.mp4,115.84,132.82,16.97999999999999
"baby, it's fucked up how we love. I tell my lesbian friends that I'm practicing feminism and they say, huh?",0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2433.mp4,133.14,141.36,8.220000000000027
"I tell my bros that I'm practicing feminism and they say, huh? And it's fucked up, yo, because it's more taboo to",0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2434.mp4,142.44,151.04,8.599999999999994
to call yourself a feminist than,0,18-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2435.mp4,151.22,153.12,1.9000000000000057
than it is to express how,0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2436.mp4,153.26,154.76,1.5
how badly you want to fuck.,0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2437.mp4,154.9,157.28,2.3799999999999955
Motherfucker what?,0,18-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/18-24-1920x1080_utterance_2438.mp4,157.4,158.8,1.4000000000000057
"Oh,",0,198.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2439.mp4,1.48,1.94,0.4599999999999999
where is that?,0,198.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2440.mp4,2.06,3.32,1.2599999999999998
"Freddy, what are you doing?",0,198.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2441.mp4,4.2,5.72,1.5199999999999996
"Damn it, the volume is too high!",0,198.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2442.mp4,10.68,12.58,1.9000000000000004
"Whoa, my heart.",0,198.avi,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2443.mp4,13.64,14.96,1.3200000000000005
"What are you doing, Springy?",0,198.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2444.mp4,16.84,18.96,2.120000000000001
Fuck off.,0,198.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2445.mp4,20.7,21.46,0.7600000000000016
I don't like this.,0,198.avi,fear,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2446.mp4,27.56,28.56,1.0
"So well made, wow, look at",0,198.avi,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2447.mp4,30.54,32.6,2.0600000000000023
Get hyped!,0,198.avi,disgust,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2448.mp4,42.86,44.02,1.1600000000000037
that face.,0,198.avi,fear,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2449.mp4,55.38,56.14,0.759999999999998
Oh shit.,0,198.avi,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/198_utterance_2450.mp4,85.02,86.16,1.1400000000000006
"Stacey Dash says,",0,20-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2451.mp4,0.52,1.96,1.44
"We should eliminate Black History Month because if it were the other way around we would be, and I quote, up in arms.",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2452.mp4,3.1,11.14,8.040000000000001
"I say, if",0,20-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2453.mp4,11.74,12.76,1.0199999999999996
"if you let us put our hands down without shooting us, we will happily give you your very own White History Month. For the entire month of March, or April, a nigga isn't picky, we",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2454.mp4,13.18,26.98,13.8
"we will embed Eurocentric brilliance into the bottom of our subconscious, like all the time, like always, like history class, and referring to what's already business as usual as, White History Month is literally all it will take for y 'all to stop killing us. I am 100, I am 92 % for it. In",0,20-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2455.mp4,27.38,47.52,20.140000000000004
"In fact, in the spirit of us all being equal, I'm willing to make May White History Month Part 2 Electric Boogaloo. Extra time. To learn white history facts such as, The slave master is the original deadbeat dad. In fact, in",0,20-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2456.mp4,47.9,63.26,15.36
"in the spirit of harmony, I'm willing to make June White Feelings Matter Month, where we will not mourn our dead or express fears of being next. No, we will remain silent and just pour out white tears for the fallen. July is White Entertainment Television Month. You will get your own WET simply by making the NBC peacock and giving it cornrows. Audit. August is NAAWP Month, the National Association for the Advancement of White People.",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2457.mp4,63.46,92.2,28.74
"Like Europe, or",0,20-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2458.mp4,92.4,93.66,1.259999999999991
"or America, or Trump International, or that time you altered Jesus Christ's complexion. September is MLK would have agreed with me month. October is we killed MLK even though he would have agreed with me month. For mustache November, let's pilgrim our way into a hipster's house, and when he does not offer us a drink, call him a savage. December is Token Appreciation Month, where every person of color who says, look what about black on black crime, gets their face embossed on a liberal actual token. Lastly, January is Cracker Month. You go too far.",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2459.mp4,93.84,131.34,37.5
"Fine, fine, we'll call it Becky Month. That is somehow worse. For Cracker Cracker Becky Becky Cracker Cracker Month, we will memorialize all of the white people who were lynched, while black mobs gathered around to laugh, after bodies, and each all teens. Moment of silence.",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2460.mp4,132.04,149.36,17.32000000000002
"of the angel, fly away. Hashtag never forget that shit that never happened. So remember, when January 31st backhands midnight, and God pulls up the first February sunrise like a pantherian fist, and our history roars",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2461.mp4,152.14,168.26,16.120000000000005
"roars its inithial roar, you can have 28 seats, you can learn 28 things, or you can shut the fuck up.",0,20-24-1920x1080.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/20-24-1920x1080_utterance_2462.mp4,168.42,175.82,7.400000000000006
Let me just say that I am a very beautiful person. I'm,0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2620.mp4,1.26,6.18,4.92
I'm sweet and intelligent and funny and awkward. And,0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2621.mp4,6.54,12.1,5.56
"And I just had to say that only because I'm a little tired of this stereotype about the angry black woman, whoop -de -doo, right? Because as you can see, I am black and",0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2622.mp4,12.22,24.94,12.72
and a woman and I'm not angry at all.,0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2623.mp4,25.36,29.4,4.039999999999999
"Hell, I'm pissed the fuck off. I'm mad as hell. I'm so mad. I'm getting ready to break my foot off in everybody's ass. But pretend this is class so I can tell you why I'm mad at the education system. Mad because education is the key, yet they keep the poor locked out. They get hand -me -down books and hand -me -down books. Hand -me -down chairs. Hand -me -down teachers who give them hand -me -down stares. I'm pissed off at gentrification. Pissed that the rich be robbing hoods and mad that robbing hoods was just a motherfucking myth. I'm mad because Barbie is the standard of beauty. I hate that fruits and vegetables are so damn expensive. So how the poor gonna eat healthy off some damn tater chips? I'm mad that the government and media are controlled by the same people. And those same people are the same people who control everything. I'm mad women get raped. I'm mad women get raped. I hate that I only got three minutes to say this poem and I got about ten minutes worth of angry. I'm mad that I can't say that I am a socialist out loud. Mad that the gay and lesbian can't be out loud and proud in the military and pissed off because only 28 states allow everyone to unite in holy matrimony. And while I appreciate civil unions, fuck",0,21-24-1920x1080.mp4,anger,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2624.mp4,30.94,102.38,71.44
"fuck civil unions. If I move to another state, then the state of my civil union is that state. So what good is that gonna do for me? I'm mad that I can't be in the state of Wyoming. And believe it or not, I'm still pissed the fuck off about slavery. That's right, I'm still mad because I still pick cotton off clothes racks and never rack up reparations. Mad because niggers call each other niggas. And sick because any men and sister girl is gonna turn around and call me a bitch. I'm mad at black men for reasons I don't have time to list. I'm pissed off at hip hop. I'm pissed off at black on black crime. I'm pissed off that Ricky Rose got all the crack and we can't turn that shit back. I'm pissed the fuck off. I'm mad because above everything, at any given time and in any given space, I, as a black woman, can suffer from racism, sexism, homophobia, classism. I can be raped, beat, be burned alive. And no one, not a single soul, will look up to acknowledge my absence from this universe because I am insignificant, because I am a black woman. And finally, you see, I have every right to be pissed the fuck off.",0,21-24-1920x1080.mp4,anger,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2625.mp4,102.76,162.96,60.2
"But most of the times, despite",0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2626.mp4,166.0,168.3,2.300000000000012
"despite what you believe, I'm",0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2627.mp4,168.64,170.28,1.6400000000000148
"I'm really, really",0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2628.mp4,170.96,172.04,1.079999999999984
really sweet.,0,21-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/21-24-1920x1080_utterance_2629.mp4,172.08,173.98,1.8999999999999773
"Looks like something you used to suck on when you were little. Yeah, you should probably read it.",0,225.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/225_utterance_2662.mp4,5.58,17.08,11.499999999999998
Actually nobody. Right!,0,225.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/225_utterance_2663.mp4,17.24,25.0,7.760000000000002
Really? Yeah!,0,225.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/225_utterance_2664.mp4,27.26,30.26,3.0
I told you you were going to cry.,0,225.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/225_utterance_2665.mp4,30.38,37.88,7.5000000000000036
I'm 10 weeks.,0,225.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/225_utterance_2666.mp4,41.36,48.74,7.380000000000003
It was just a,0,24-30-1920x1080-2.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2707.mp4,1.46,2.12,0.6600000000000001
day.,0,24-30-1920x1080-2.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2708.mp4,3.18,3.8,0.6199999999999997
I guess you'd call it average.,0,24-30-1920x1080-2.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2709.mp4,4.7,5.78,1.08
average. Like one,0,24-30-1920x1080-2.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2710.mp4,6.48,7.72,1.239999999999999
one of those days where you're complaining about how unfair that Geometry final was and how much of a pain in the ass that kid Lance is and when,0,24-30-1920x1080-2.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2711.mp4,8.42,15.62,7.199999999999999
when you go home and your parents ask how school is you just shrug,0,24-30-1920x1080-2.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2712.mp4,15.9,18.72,2.8199999999999985
shrug your shoulders and turn on the television to watch some stupid run edition of Teen Life written by some burned out 40 something guy from LA.,0,24-30-1920x1080-2.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2713.mp4,19.12,26.92,7.800000000000001
It was just normal.,0,24-30-1920x1080-2.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2714.mp4,28.56,29.38,0.8200000000000003
normal.,0,24-30-1920x1080-2.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2715.mp4,30.4,30.96,0.5600000000000023
then you,0,24-30-1920x1080-2.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2716.mp4,32.62,33.06,0.4400000000000048
you hear this noise.,0,24-30-1920x1080-2.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2717.mp4,33.52,34.22,0.6999999999999957
noise.,0,24-30-1920x1080-2.mp4,sadness,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2718.mp4,35.2,35.82,0.6199999999999974
I'd call it gunfire but that's not what it sounds like because it's not like it sounds in,0,24-30-1920x1080-2.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2719.mp4,36.86,40.76,3.899999999999999
in the movies and then all of a sudden it's normal turned inside out like a frog from biology class. You don't know what's happening but you do know it's bad and you do know that,0,24-30-1920x1080-2.mp4,surprise,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/24-30-1920x1080-2_utterance_2720.mp4,41.28,50.96,9.68
